*******************************************************************************
 Revised: April 12, 2021                 Earth                              399
 
 GEOPHYSICAL PROPERTIES (revised May 9, 2022):
  Vol. Mean Radius (km)    = 6371.01+-0.02   Mass x10^24 (kg)= 5.97219+-0.0006
  Equ. radius, km          = 6378.137        Mass layers:
  Polar axis, km           = 6356.752          Atmos         = 5.1   x 10^18 kg
  Flattening               = 1/298.257223563   oceans        = 1.4   x 10^21 kg
  Density, g/cm^3          = 5.51              crust         = 2.6   x 10^22 kg
  J2 (IERS 2010)           = 0.00108262545     mantle        = 4.043 x 10^24 kg
  g_p, m/s^2  (polar)      = 9.8321863685      outer core    = 1.835 x 10^24 kg
  g_e, m/s^2  (equatorial) = 9.7803267715      inner core    = 9.675 x 10^22 kg
  g_o, m/s^2               = 9.82022         Fluid core rad  = 3480 km
  GM, km^3/s^2             = 398600.435436   Inner core rad  = 1215 km
  GM 1-sigma, km^3/s^2     =      0.0014     Escape velocity = 11.186 km/s
  Rot. Rate (rad/s)        = 0.00007292115   Surface area:
  Mean sidereal day, hr    = 23.9344695944     land          = 1.48 x 10^8 km
  Mean solar day 2000.0, s = 86400.002         sea           = 3.62 x 10^8 km
  Mean solar day 1820.0, s = 86400.0         Love no., k2    = 0.299
  Moment of inertia        = 0.3308          Atm. pressure   = 1.0 bar
  Mean surface temp (Ts), K= 287.6           Volume, km^3    = 1.08321 x 10^12
  Mean effect. temp (Te), K= 255             Magnetic moment = 0.61 gauss Rp^3
  Geometric albedo         = 0.367           Vis. mag. V(1,0)= -3.86
  Solar Constant (W/m^2)   = 1367.6 (mean), 1414 (perihelion), 1322 (aphelion)
 HELIOCENTRIC ORBIT CHARACTERISTICS:
  Obliquity to orbit, deg  = 23.4392911  Sidereal orb period  = 1.0000174 y
  Orbital speed, km/s      = 29.79       Sidereal orb period  = 365.25636 d
  Mean daily motion, deg/d = 0.9856474   Hill's sphere radius = 234.9       
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Fri Jul 24 17:14:08 2026 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2000-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2451622.500000000, A.D. 2000-Mar-19 00:00:00.0000, -1.489004447897126E+08,  3.382674981907529E+06, -1.046755559844896E+02, -1.157569618267096E+00, -2.988066370027354E+01, -8.309770045951126E-04,  4.968065711774118E+02,  1.489388631238282E+08,  4.786263040092917E-01,
2451623.500000000, A.D. 2000-Mar-20 00:00:00.0000, -1.489782619741445E+08,  8.006341340011903E+05, -1.682356368245673E+02, -6.437917566590318E-01, -2.988742496660143E+01, -6.338574957851506E-04,  4.969451677456070E+02,  1.489804133296778E+08,  4.831647521478687E-01,
2451624.500000000, A.D. 2000-Mar-21 00:00:00.0000, -1.490116982128355E+08, -1.781634248756504E+06, -2.133024274479831E+02, -1.302301270225990E-01, -2.988592767084240E+01, -4.053806364154866E-04,  4.970850492280109E+02,  1.490223487431164E+08,  4.875215387461665E-01,
2451625.500000000, A.D. 2000-Mar-22 00:00:00.0000, -1.490007718196608E+08, -4.363415251417718E+06, -2.378139851705637E+02,  3.831193508860553E-01, -2.987613365567854E+01, -1.605051323281259E-04,  4.972261456169078E+02,  1.490646483763587E+08,  4.915779770846337E-01,
2451626.500000000, A.D. 2000-Mar-23 00:00:00.0000, -1.489455020330437E+08, -6.943989235948634E+06, -2.409742869315669E+02,  8.962300288313333E-01, -2.985797424951169E+01,  8.663512699236264E-05,  4.973683562681753E+02,  1.491072820570560E+08,  4.952408706996296E-01,
2451627.500000000, A.D. 2000-Mar-24 00:00:00.0000, -1.488459118655035E+08, -9.522629851477690E+06, -2.231356019731611E+02,  1.409041220633199E+00, -2.983136509022036E+01,  3.237055848561710E-04,  4.975115575902042E+02,  1.491502127333759E+08,  4.984439575550474E-01,
2451628.500000000, A.D. 2000-Mar-25 00:00:00.0000, -1.487020309585606E+08, -1.209860324105114E+07, -1.856222240002826E+02,  1.921461006075356E+00, -2.979621852211766E+01,  5.405604845787337E-04,  4.976556104238906E+02,  1.491933986864686E+08,  5.011446386341835E-01,
2451629.500000000, A.D. 2000-Mar-26 00:00:00.0000, -1.485138980259917E+08, -1.467116813917124E+07, -1.305421591913328E+02,  2.433372477555562E+00, -2.975245165758386E+01,  7.291612237274592E-04,  4.978003660574277E+02,  1.492367953336560E+08,  5.033181566711755E-01,
2451630.500000000, A.D. 2000-Mar-27 00:00:00.0000, -1.482815627071105E+08, -1.723957646673382E+07, -6.061922689341009E+01,  2.944640752291531E+00, -2.969998991083781E+01,  8.832199226063153E-04,  4.979456704549714E+02,  1.492803564961539E+08,  5.049513310660110E-01,
2451631.500000000, A.D. 2000-Mar-28 00:00:00.0000, -1.480050868548282E+08, -1.980307406571546E+07,  2.093926326651126E+01,  3.455118790329222E+00, -2.963876690119490E+01,  9.977614210789909E-04,  4.980913668047982E+02,  1.493240351629900E+08,  5.060373532152850E-01,
2451632.500000000, A.D. 2000-Mar-29 00:00:00.0000, -1.476845454157636E+08, -2.236090131595824E+07,  1.105390269821510E+02,  3.964650892990463E+00, -2.956872205221751E+01,  1.068753118103061E-03,  4.982372968292765E+02,  1.493677838837244E+08,  5.065724959953671E-01,
2451633.500000000, A.D. 2000-Mar-30 00:00:00.0000, -1.473200271276712E+08, -2.491229349465573E+07,  2.042701032944024E+02,  4.473073391412987E+00, -2.948979726180499E+01,  1.092905181449666E-03,  4.983833014744725E+02,  1.494115549751872E+08,  5.065551412859096E-01,
2451634.500000000, A.D. 2000-Mar-31 00:00:00.0000, -1.469116352824760E+08, -2.745648085615017E+07,  2.979707824718207E+02,  4.980212457197536E+00, -2.940193398010287E+01,  1.067708606173667E-03,  4.985292216745485E+02,  1.494553007506398E+08,  5.059872835273780E-01,
2451635.500000000, A.D. 2000-Apr-01 00:00:00.0000, -1.464594887933844E+08, -2.999268852563384E+07,  3.873066100347787E+02,  5.485879340676164E+00, -2.930507205605842E+01,  9.917499807219343E-04,  4.986748999057892E+02,  1.494989739856605E+08,  5.048784814559851E-01,
2451636.500000000, A.D. 2000-Apr-02 00:00:00.0000, -1.459637237569703E+08, -3.252013642015724E+07,  4.678887091465294E+02,  5.989863872338584E+00, -2.919915175284740E+01,  8.653019961784025E-04,  4.988201831962646E+02,  1.495425288204185E+08,  5.032519093402864E-01,
2451637.500000000, A.D. 2000-Apr-03 00:00:00.0000, -1.454244955963568E+08, -3.503803952612253E+07,  5.354528068955988E+02,  6.491927861002757E+00, -2.908412014575495E+01,  6.911182939735028E-04,  4.989649280768718E+02,  1.495859222439586E+08,  5.011515513003819E-01,
2451638.500000000, A.D. 2000-Apr-04 00:00:00.0000, -1.448419816901573E+08, -3.754560893937445E+07,  5.861098038535565E+02,  6.991800944081407E+00, -2.895994234274097E+01,  4.752550987205950E-04,  4.991090075621703E+02,  1.496291161870036E+08,  4.986487119847911E-01,
2451639.500000000, A.D. 2000-Apr-05 00:00:00.0000, -1.442163841430563E+08, -4.004205404895525E+07,  6.166583842672408E+02,  7.489181962882522E+00, -2.882661637291019E+01,  2.276303707553495E-04,  4.992523196013525E+02,  1.496720800554910E+08,  4.958452377297703E-01,
2451640.500000000, A.D. 2000-Apr-06 00:00:00.0000, -1.435479321062029E+08, -4.252658605518872E+07,  6.249224728010595E+02,  7.983748265145270E+00, -2.868418847014663E+01, -3.801218042731591E-05,  4.993947956601265E+02,  1.497147933033571E+08,  4.928708368022390E-01,
2451641.500000000, A.D. 2000-Apr-07 00:00:00.0000, -1.428368829365157E+08, -4.499842265320140E+07,  6.100509827956557E+02,  8.475173028663466E+00, -2.853276391602142E+01, -3.049588820722704E-04,  4.995364075044606E+02,  1.497572474662519E+08,  4.898732679079139E-01,
2451642.500000000, A.D. 2000-Apr-08 00:00:00.0000, -1.420835216161071E+08, -4.745679329366732E+07,  5.727086529545486E+02,  8.963147421184217E+00, -2.837250898183445E+01, -5.551561958512252E-04,  4.996771702576335E+02,  1.497994470780204E+08,  4.870027540990547E-01,
2451643.500000000, A.D. 2000-Apr-09 00:00:00.0000, -1.412881582464312E+08, -4.990094415216014E+07,  5.151045566275716E+02,  9.447401993144739E+00, -2.820364228276025E+01, -7.712579538186048E-04,  4.998171405760193E+02,  1.498414091238163E+08,  4.843944717390095E-01,
2451644.500000000, A.D. 2000-Apr-10 00:00:00.0000, -1.404511239308856E+08, -5.233014195934729E+07,  4.408443942666054E+02,  9.927721846210462E+00, -2.802641770162893E+01, -9.385705639104458E-04,  4.999564100641058E+02,  1.498831610659742E+08,  4.821537298587293E-01,
2451645.500000000, A.D. 2000-Apr-11 00:00:00.0000, -1.395727657284267E+08, -5.474367615962176E+07,  3.546354281380773E+02,  1.040395280302840E+01, -2.784110364991398E+01, -1.046466300390847E-03,  5.000950952128690E+02,  1.499247378276100E+08,  4.803469766434102E-01,
2451646.500000000, A.D. 2000-Apr-12 00:00:00.0000, -1.386534414512090E+08, -5.714085929773766E+07,  2.618994507305324E+02,  1.087599918174550E+01, -2.764796346156593E+01, -1.089094102772137E-03,  5.002333256796771E+02,  1.499661782790249E+08,  4.789991636507376E-01,
2451647.500000000, A.D. 2000-Apr-13 00:00:00.0000, -1.376935149237254E+08, -5.952102587183669E+07,  1.683525335788727E+02,  1.134381584876442E+01, -2.744723977203458E+01, -1.065464664137039E-03,  5.003712325582486E+02,  1.500075217211270E+08,  4.780959695600700E-01,
2451648.500000000, A.D. 2000-Apr-14 00:00:00.0000, -1.366933520718008E+08, -6.188353003800939E+07,  7.959776350110769E+01,  1.180739735421556E+01, -2.723914351929803E+01, -9.790969550174111E-04,  5.005089377387262E+02,  1.500488046956617E+08,  4.775888262629361E-01,
2451649.500000000, A.D. 2000-Apr-15 00:00:00.0000, -1.356533180082607E+08, -6.422774254489776E+07,  7.613377720117569E-01,  1.226676591870369E+01, -2.702384699112610E+01, -8.373888591819423E-04,  5.006465449348456E+02,  1.500900582952248E+08,  4.774013004537047E-01,
2451650.500000000, A.D. 2000-Apr-16 00:00:00.0000, -1.345737751773608E+08, -6.655304721853352E+07, -6.380838684737682E+01,  1.272195900794536E+01, -2.680148030217672E+01, -6.507978913088408E-04,  5.007841326713390E+02,  1.501313060609388E+08,  4.774362832689695E-01,
2451651.500000000, A.D. 2000-Apr-17 00:00:00.0000, -1.334550825766779E+08, -6.885883728525104E+07, -1.107642683684826E+02,  1.317301689735320E+01, -2.657213119033888E+01, -4.318704047694411E-04,  5.009217494502919E+02,  1.501725625333632E+08,  4.775839139692757E-01,
2451652.500000000, A.D. 2000-Apr-18 00:00:00.0000, -1.322975960293705E+08, -7.114451182724826E+07, -1.378950155451894E+02,  1.361997096124638E+01, -2.633584831531763E+01, -1.941705888519607E-04,  5.010594112851597E+02,  1.502138325132109E+08,  4.777300106996822E-01,
2451653.500000000, A.D. 2000-Apr-19 00:00:00.0000, -1.311016693941659E+08, -7.340947267242970E+07, -1.441664423197508E+02,  1.406283390514255E+01, -2.609264793641520E+01,  4.878878147351884E-05,  5.011971016557442E+02,  1.502551110478514E+08,  4.777642754038571E-01,
2451654.500000000, A.D. 2000-Apr-20 00:00:00.0000, -1.298676564875525E+08, -7.565312197842735E+07, -1.296754416599870E+02,  1.450159323523938E+01, -2.584252308709594E+01,  2.844731834912295E-04,  5.013347736625113E+02,  1.502963840771579E+08,  4.775871551798103E-01,
2451655.500000000, A.D. 2000-Apr-21 00:00:00.0000, -1.285959134003707E+08, -7.787486066123350E+07, -9.553484928607941E+01,  1.493620871047239E+01, -2.558545364735587E+01,  5.019818645184415E-04,  5.014723538348794E+02,  1.503376295752042E+08,  4.771143195169146E-01,
2451656.500000000, A.D. 2000-Apr-22 00:00:00.0000, -1.272868008659592E+08, -8.007408766676742E+07, -4.371603485941887E+01,  1.536661358319654E+01, -2.532141549688334E+01,  6.923671133360898E-04,  5.016097468175423E+02,  1.503788189551887E+08,  4.762782529012528E-01,
2451657.500000000, A.D. 2000-Apr-23 00:00:00.0000, -1.259406863934031E+08, -8.225019993974593E+07,  2.312200498208404E+01,  1.579271856575452E+01, -2.505038732328908E+01,  8.486375090228648E-04,  5.017468401181912E+02,  1.504199184927655E+08,  4.750271802779736E-01,
2451658.500000000, A.D. 2000-Apr-24 00:00:00.0000, -1.245579459943151E+08, -8.440259285255739E+07,  1.017932149097323E+02,  1.621441700991344E+01, -2.477235442013221E+01,  9.655340399223888E-04,  5.018835082508070E+02,  1.504608905681727E+08,  4.733221084955953E-01,
2451659.500000000, A.D. 2000-Apr-25 00:00:00.0000, -1.231389654642918E+08, -8.653066083379158E+07,  1.887202250882983E+02,  1.663158980873292E+01, -2.448730958323098E+01,  1.039200296922616E-03,  5.020196158782209E+02,  1.505016946083477E+08,  4.711330167106850E-01,
2451660.500000000, A.D. 2000-Apr-26 00:00:00.0000, -1.216841412963838E+08, -8.863379797136708E+07,  2.800414151623845E+02,  1.704410885183837E+01, -2.419525176912234E+01,  1.066867233891600E-03,  5.021550198570626E+02,  1.505422876999876E+08,  4.684352068038805E-01,
2451661.500000000, A.D. 2000-Apr-27 00:00:00.0000, -1.201938813875294E+08, -9.071139843743344E+07,  3.716951401978731E+02,  1.745183826660603E+01, -2.389618349003222E+01,  1.046655041403000E-03,  5.022895703601282E+02,  1.505826249260268E+08,  4.652066831149222E-01,
2451662.500000000, A.D. 2000-Apr-28 00:00:00.0000, -1.186686057491649E+08, -9.276285667453600E+07,  4.594949011579156E+02,  1.785463304115364E+01, -2.359010809804327E+01,  9.775735367973937E-04,  5.024231114821287E+02,  1.506226595472354E+08,  4.614273040791652E-01,
2451663.500000000, A.D. 2000-Apr-29 00:00:00.0000, -1.171087474531028E+08, -9.478756738949566E+07,  5.392153827548027E+02,  1.825233498194304E+01, -2.327702828944705E+01,  8.597813415001099E-04,  5.025554819373729E+02,  1.506623432113796E+08,  4.570803744260551E-01,
2451664.500000000, A.D. 2000-Apr-30 00:00:00.0000, -1.155147540277709E+08, -9.678492552576512E+07,  6.067132642045617E+02,  1.864476646582697E+01, -2.295694737641341E+01,  6.951324452870722E-04,  5.026865166373478E+02,  1.507016264261684E+08,  4.521572325231478E-01,
2451665.500000000, A.D. 2000-May-01 00:00:00.0000, -1.138870894463594E+08, -9.875432652491340E+07,  6.581067386567593E+02,  1.903172329942934E+01, -2.262987497096729E+01,  4.879747730814898E-04,  5.028160500512596E+02,  1.507404595667181E+08,  4.466650088175909E-01,
2451666.500000000, A.D. 2000-May-02 00:00:00.0000, -1.122262366831585E+08, -1.006951673171706E+08,  6.900299656167626E+02,  1.941296925185910E+01, -2.229583829369627E+01,  2.460478765637930E-04,  5.029439221854201E+02,  1.507787946681278E+08,  4.406368003824561E-01,
2451667.500000000, A.D. 2000-May-03 00:00:00.0000, -1.105327005351593E+08, -1.026068485294432E+08,  6.999585812613368E+02,  1.978823609207391E+01, -2.195489879400808E+01, -1.883667613356010E-05,  5.030699875830513E+02,  1.508165881235524E+08,  4.341419054313903E-01,
2451668.500000000, A.D. 2000-May-04 00:00:00.0000, -1.088070100529954E+08, -1.044887782574326E+08,  6.865685606673360E+02,  2.015723317550919E+01, -2.160717092285347E+01, -2.907832968084278E-04,  5.031941268003446E+02,  1.508538041246390E+08,  4.272919647911686E-01,
2451669.500000000, A.D. 2000-May-05 00:00:00.0000, -1.070497196505180E+08, -1.063403773316416E+08,  6.500517137423158E+02,  2.051966840274420E+01, -2.125283666822056E+01, -5.508775871945204E-04,  5.033162584763850E+02,  1.508904182799987E+08,  4.202382178780734E-01,
2451670.500000000, A.D. 2000-May-06 00:00:00.0000, -1.052614080035005E+08, -1.081610853779784E+08,  5.922883241623640E+02,  2.087527742189606E+01, -2.089214826145043E+01, -7.793951381476205E-04,  5.034363489605319E+02,  1.509264205014236E+08,  4.131572012035097E-01,
2451671.500000000, A.D. 2000-May-07 00:00:00.0000, -1.034426743612586E+08, -1.099503664205429E+08,  5.167952133566141E+02,  2.122385258922343E+01, -2.052541465485026E+01, -9.586637313709900E-04,  5.035544163562025E+02,  1.509618162161813E+08,  4.062271586128898E-01,
2451672.500000000, A.D. 2000-May-08 00:00:00.0000, -1.015941327382312E+08, -1.117077126800970E+08,  4.284304342046380E+02,  2.156526158499413E+01, -2.015297433789691E+01, -1.075672012906814E-03,  5.036705272626479E+02,  1.509966253902252E+08,  3.996024306490076E-01,
2451673.500000000, A.D. 2000-May-09 00:00:00.0000, -9.971640518085884E+07, -1.134326457407520E+08,  3.329150279462337E+02,  2.189944982577103E+01, -1.977516336944634E+01, -1.123592167526333E-03,  5.037847868894055E+02,  1.510308795645810E+08,  3.933943090622316E-01,
2451674.500000000, A.D. 2000-May-10 00:00:00.0000, -9.781011549635559E+07, -1.151247151180965E+08,  2.362831559777260E+02,  2.222642818741816E+01, -1.939228862613855E+01, -1.101921219244240E-03,  5.038973252357615E+02,  1.510646177120544E+08,  3.876632140329591E-01,
2451675.500000000, A.D. 2000-May-11 00:00:00.0000, -9.587588443948464E+07, -1.167834949706770E+08,  1.443704467341304E+02,  2.254625285946411E+01, -1.900461203380819E+01, -1.015541111634377E-03,  5.040082826230209E+02,  1.510978818999141E+08,  3.824215091524931E-01,
2451676.500000000, A.D. 2000-May-12 00:00:00.0000, -9.391432670720251E+07, -1.184085799415880E+08,  6.240944771468639E+01,  2.285900468650631E+01, -1.861234580873151E+01, -8.732781749190011E-04,  5.041177970708342E+02,  1.511307135054106E+08,  3.776426438104121E-01,
2451677.500000000, A.D. 2000-May-13 00:00:00.0000, -9.192604956605697E+07, -1.199995809429077E+08, -5.247665159404278E+00,  2.316477247152001E+01, -1.821565518306049E+01, -6.864621561595285E-04,  5.042259946448564E+02,  1.511631503220763E+08,  3.732719650772258E-01,
2451678.500000000, A.D. 2000-May-14 00:00:00.0000, -8.991165270198104E+07, -1.215561213507308E+08, -5.529189255833626E+01,  2.346364133566675E+01, -1.781466459488184E+01, -4.677383442821537E-04,  5.043329827829529E+02,  1.511952245589731E+08,  3.692362679470551E-01,
2451679.500000000, A.D. 2000-May-15 00:00:00.0000, -8.787172888818040E+07, -1.230778337812684E+08, -8.553039068728685E+01,  2.375568518014805E+01, -1.740946464139460E+01, -2.301699628892706E-04,  5.044388460610443E+02,  1.512269615713241E+08,  3.654511543242233E-01,
2451680.500000000, A.D. 2000-May-16 00:00:00.0000, -8.580686518035786E+07, -1.245643574562956E+08, -9.489210137724876E+01,  2.404096179354036E+01, -1.700011869382465E+01,  1.343764863115382E-05,  5.045436437955634E+02,  1.512583791417484E+08,  3.618265292927150E-01,
2451681.500000000, A.D. 2000-May-17 00:00:00.0000, -8.371764445993194E+07, -1.260153361211412E+08, -8.338167388737202E+01,  2.431950957383050E+01, -1.658666910809526E+01,  2.510685072660834E-04,  5.046474090469991E+02,  1.512894871815313E+08,  3.582709402600407E-01,
2451682.500000000, A.D. 2000-May-18 00:00:00.0000, -8.160464720615759E+07, -1.274304164909787E+08, -5.199215352535248E+01,  2.459134549341235E+01, -1.616914327942135E+01,  4.719213773496378E-04,  5.047501487723233E+02,  1.513202877763205E+08,  3.546952616104261E-01,
2451683.500000000, A.D. 2000-May-19 00:00:00.0000, -7.946845338851543E+07, -1.288092472169848E+08, -2.585543945431709E+00,  2.485646437980579E+01, -1.574755960271529E+01,  6.667247865106418E-04,  5.048518449614135E+02,  1.513507755268171E+08,  3.510158225078243E-01,
2451684.500000000, A.D. 2000-May-20 00:00:00.0000, -7.730964435862944E+07, -1.301514783540894E+08,  6.224821814894676E+01,  2.511483965751264E+01, -1.532193304810340E+01,  8.279176710486169E-04,  5.049524565702755E+02,  1.513809381283411E+08,  3.471567563791519E-01,
2451685.500000000, A.D. 2000-May-21 00:00:00.0000, -7.512880461685507E+07, -1.314567612750518E+08,  1.393414725884795E+02,  2.536642546408707E+01, -1.489227982124183E+01,  9.496809165563391E-04,  5.050519219809104E+02,  1.514107571082813E+08,  3.430512594163156E-01,
2451686.500000000, A.D. 2000-May-22 00:00:00.0000, -7.292652335117796E+07, -1.327247489282894E+08,  2.250957116410136E+02,  2.561115970433545E+01, -1.445862058788930E+01,  1.027833806992007E-03,  5.051501616423263E+02,  1.514402086178503E+08,  3.386415790591523E-01,
2451687.500000000, A.D. 2000-May-23 00:00:00.0000, -7.070339569681065E+07, -1.339550963009821E+08,  3.156152435168624E+02,  2.584896732742535E+01, -1.402098198276968E+01,  1.059641836092418E-03,  5.052470805315580E+02,  1.514692641698797E+08,  3.338778137133064E-01,
2451688.500000000, A.D. 2000-May-24 00:00:00.0000, -6.846002373271455E+07, -1.351474609399528E+08,  4.068228884711862E+02,  2.607976300263833E+01, -1.357939648330824E+01,  1.043605909808676E-03,  5.053425701369526E+02,  1.514978912333944E+08,  3.287158767093636E-01,
2451689.500000000, A.D. 2000-May-25 00:00:00.0000, -6.619701730093420E+07, -1.363015034059893E+08,  4.945595380812883E+02,  2.630345243004872E+01, -1.313390109938268E+01,  9.793131635600361E-04,  5.054365098005854E+02,  1.515260536360586E+08,  3.231151947448269E-01,
2451690.500000000, A.D. 2000-May-26 00:00:00.0000, -6.391499479348016E+07, -1.374168875909393E+08,  5.746763540506363E+02,  2.651993170420102E+01, -1.268453566399532E+01,  8.674283311869146E-04,  5.055287674455057E+02,  1.515537117821985E+08,  3.170368750360237E-01,
2451691.500000000, A.D. 2000-May-27 00:00:00.0000, -6.161458409037267E+07, -1.384932809083111E+08,  6.431348165944219E+02,  2.672908443201935E+01, -1.223134182434365E+01,  7.098940238128293E-04,  5.056191999464356E+02,  1.515808227639354E+08,  3.104432234077164E-01,
2451692.500000000, A.D. 2000-May-28 00:00:00.0000, -5.929642384050921E+07, -1.395303544768919E+08,  6.961348260864615E+02,  2.693077675580295E+01, -1.177436415068906E+01,  5.103839383266973E-04,  5.057076536777565E+02,  1.516073405254674E+08,  3.032996358576682E-01,
2451693.500000000, A.D. 2000-May-29 00:00:00.0000, -5.696116523373548E+07, -1.405277835510952E+08,  7.302928411737084E+02,  2.712485120026811E+01, -1.131365502283202E+01,  2.749994096280517E-04,  5.057939660767530E+02,  1.516332163317184E+08,  2.955799154462333E-01,
2451694.500000000, A.D. 2000-May-30 00:00:00.0000, -5.460947428360722E+07, -1.414852485936109E+08,  7.428870782107115E+02,  2.731112148639461E+01, -1.084928481249972E+01,  1.309356052825450E-05,  5.058779693244194E+02,  1.516583998718162E+08,  2.872756954987123E-01,
2451695.500000000, A.D. 2000-May-31 00:00:00.0000, -5.224203438952838E+07, -1.424024374784573E+08,  7.321698811799288E+02,  2.748937198160313E+01, -1.038135776402556E+01, -2.620620138036323E-04,  5.059594972923707E+02,  1.516828413417242E+08,  2.784094295589154E-01,
2451696.500000000, A.D. 2000-Jun-01 00:00:00.0000, -4.985954857877471E+07, -1.432790492435166E+08,  6.977144605517387E+02,  2.765936642483023E+01, -9.910031289228266E+00, -5.332383381335681E-04,  5.060383964351094E+02,  1.517064947096599E+08,  2.690480515237114E-01,
2451697.500000000, A.D. 2000-Jun-02 00:00:00.0000, -4.746274046049284E+07, -1.441147994468963E+08,  6.407186343744397E+02,  2.782086927928767E+01, -9.435532421812363E+00, -7.803589483503792E-04,  5.061145400517817E+02,  1.517293219916631E+08,  2.593115400477350E-01,
2451698.500000000, A.D. 2000-Jun-03 00:00:00.0000, -4.505235282238276E+07, -1.449094264922249E+08,  5.641527818441391E+02,  2.797367806992899E+01, -8.958162204861722E+00, -9.829866265107512E-04,  5.061878434302390E+02,  1.517512977916705E+08,  2.493694181254488E-01,
2451699.500000000, A.D. 2000-Jun-04 00:00:00.0000, -4.262914326056959E+07, -1.456626975233182E+08,  4.726468727216125E+02,  2.811765763805830E+01, -8.478280621609812E+00, -1.123733641501534E-03,  5.062582757144119E+02,  1.517724128592652E+08,  2.394214395305827E-01,
2451700.500000000, A.D. 2000-Jun-05 00:00:00.0000, -4.019387725868891E+07, -1.463744121687312E+08,  3.720829973146319E+02,  2.825276267492911E+01, -7.996272959712771E+00, -1.191441407479399E-03,  5.063258642956998E+02,  1.517926754061823E+08,  2.296664072038271E-01,
2451701.500000000, A.D. 2000-Jun-06 00:00:00.0000, -3.774732021849705E+07, -1.470444029503552E+08,  2.689699625670910E+02,  2.837903857528283E+01, -7.512508704255341E+00, -1.182875505840286E-03,  5.063906898057604E+02,  1.518121096051845E+08,  2.202703081532830E-01,
2451702.500000000, A.D. 2000-Jun-07 00:00:00.0000, -3.529023036922228E+07, -1.476725323693110E+08,  1.697586166933179E+02,  2.849660133823927E+01, -7.027308040954902E+00, -1.102401490283178E-03,  5.064528732957597E+02,  1.518307517464984E+08,  2.113455121865894E-01,
2451703.500000000, A.D. 2000-Jun-08 00:00:00.0000, -3.282335396592021E+07, -1.482586878074717E+08,  8.025850788503885E+01,  2.860560682429153E+01, -6.540925583140311E+00, -9.601078554615228E-04,  5.065125597274474E+02,  1.518486452885632E+08,  2.029460695116572E-01,
2451704.500000000, A.D. 2000-Jun-09 00:00:00.0000, -3.034742315342534E+07, -1.488027757953016E+08,  5.247993156313896E+00,  2.870622154760983E+01, -6.053551241655941E+00, -7.693776560122600E-04,  5.065699021250024E+02,  1.518658361068739E+08,  1.950759729220520E-01,
2451705.500000000, A.D. 2000-Jun-10 00:00:00.0000, -2.786315600046114E+07, -1.493047168668124E+08, -5.171455506980419E+01,  2.879860230690597E+01, -5.565321612709212E+00, -5.447683125261449E-04,  5.066250491290289E+02,  1.518823687627623E+08,  1.877032814680572E-01,
2451706.500000000, A.D. 2000-Jun-11 00:00:00.0000, -2.537125785497947E+07, -1.497644415767208E+08, -8.832520558685064E+01,  2.888288573985379E+01, -5.076334414765874E+00, -3.005827641899828E-04,  5.066781366877773E+02,  1.518982840124887E+08,  1.807739131974181E-01,
2451707.500000000, A.D. 2000-Jun-12 00:00:00.0000, -2.287242326232557E+07, -1.501818877110301E+08, -1.034753598868847E+02,  2.895918515991992E+01, -4.586661153027596E+00, -5.010556967621760E-05,  5.067292832620503E+02,  1.519136173697083E+08,  1.742219717114751E-01,
2451708.500000000, A.D. 2000-Jun-13 00:00:00.0000, -2.036733796788793E+07, -1.505569984442112E+08, -9.714786704629660E+01,  2.902759123202708E+01, -4.096356288951890E+00,  1.947101427124398E-04,  5.067785874286278E+02,  1.519283983869962E+08,  1.679761430930554E-01,
2451709.500000000, A.D. 2000-Jun-14 00:00:00.0000, -1.785668079394837E+07, -1.508897211438822E+08, -7.029727064818144E+01,  2.908817387798084E+01, -3.605463205833470E+00,  4.233297681213166E-04,  5.068261268653171E+02,  1.519426503515732E+08,  1.619630947470483E-01,
2451710.500000000, A.D. 2000-Jun-15 00:00:00.0000, -1.534112535250622E+07, -1.511800065909064E+08, -2.472639412432909E+01,  2.914098403271020E+01, -3.114018057337664E+00,  6.266536670882505E-04,  5.068719580367008E+02,  1.519563901910954E+08,  1.561091405632477E-01,
